threshold,precision,recall,f1
0.3,0.2715433638126905,0.9262759924385633,0.4199700021427041
0.4,0.3335750543872371,0.8695652173913043,0.48218029350104824
0.5,0.38839907192575407,0.7911153119092628,0.5210084033613446
0.6,0.4470868014268728,0.7107750472589792,0.5489051094890511
0.7,0.514937106918239,0.6190926275992439,0.5622317596566524
